FAP_2021,Intitulé FAP,Rome,Qualification,Intitulé Rome,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2901,Q_9,Ajustement et montage de fabrication,,,,,
D2X31,"Ouvriers qualifiés en ajustement, montage et assemblage mécanique",H2909,Q_0346,Montage - assemblage mécanique,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H2909,Q_7,Montage - assemblage mécanique,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H2909,Q_8,Montage - assemblage mécanique,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2909,Q_9,Montage - assemblage mécanique,,,,,
D2X32,Ouvriers de la peinture et du traitement de surface,H3401,Q_0346,Conduite de traitement d'abrasion de surface,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H3401,Q_7,Conduite de traitement d'abrasion de surface,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H3401,Q_89,Conduite de traitement d'abrasion de surface,,,,,
D2X32,Ouvriers de la peinture et du traitement de surface,H3402,Q_0346,Conduite de traitement par dépôt de surface,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H3402,Q_7,Conduite de traitement par dépôt de surface,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H3402,Q_89,Conduite de traitement par dépôt de surface,,,,,
D2X32,Ouvriers de la peinture et du traitement de surface,H3403,Q_0346,Conduite de traitement thermique,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H3403,Q_7,Conduite de traitement thermique,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H3403,Q_89,Conduite de traitement thermique,,,,,
D2X32,Ouvriers de la peinture et du traitement de surface,H3404,Q_0346,Peinture industrielle,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H3404,Q_789,Peinture industrielle,,,,,
H0X90,Techniciens du contrôle qualité,H1506,Q_78,Intervention technique qualité en mécanique et travail des métaux,,,,,
H1X93c,Ingénieurs et cadres techniques en management et ingénierie qualité industrielle et BTP,H1506,Q_9,Intervention technique qualité en mécanique et travail des métaux,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H2908,Q_7,Modelage de matériaux non métalliques,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H2908,Q_89,Modelage de matériaux non métalliques,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H2910,Q_789,Moulage sable,,,,,
D6X70,Techniciens en mécanique et travail des métaux,H2912,Q_7,Réglage d'équipement de production industrielle,,,,,
H0X91,Techniciens du dessin industriel,H1203,Q_012345678,Conception et dessin produits mécaniques,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H1203,Q_9,Conception et dessin produits mécaniques,,,,,
D2X31,"Ouvriers qualifiés en ajustement, montage et assemblage mécanique",H2503,Q_0123456,Pilotage d'unité élémentaire de production mécanique,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H2503,Q_78,Pilotage d'unité élémentaire de production mécanique,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2503,Q_9,Pilotage d'unité élémentaire de production mécanique,,,,,
D6X80,Agents de maîtrise et assimilés en fabrication mécanique,H2912,Q_89,Réglage d'équipement de production industrielle,,,,,
E2X20,Ouvriers peu qualifiés des industries chimiques et plastiques,H2301,Q_125,Conduite d'équipement de production chimique ou pharmaceutique,,,,,
E2X20,Ouvriers peu qualifiés des industries chimiques et plastiques,H3201,Q_125,Conduite d'équipement de formage des plastiques et caoutchoucs,,,,,
E3X20,Ouviers peu qualifiés des industries agro-alimentaires,A1412,Q_125,Fabrication et affinage de fromages,,,,,
E3X20,Ouviers peu qualifiés des industries agro-alimentaires,A1413,Q_125,Fermentation de boissons alcoolisées,,,,,
E3X20,Ouviers peu qualifiés des industries agro-alimentaires,H2101,Q_125,Abattage et découpe des viandes,,,,,
E3X20,Ouviers peu qualifiés des industries agro-alimentaires,H2102,Q_125,Conduite d'équipement de production alimentaire,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",F1706,Q_125,Préfabrication en béton industriel,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",H2801,Q_125,Conduite d'équipement de transformation du verre,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",H2803,Q_125,Façonnage et émaillage en industrie céramique,,,,,
E1X21,Ouvriers peu qualifiés de conduite d'installation de production de métaux,H2907,Q_125,Conduite d'installation de production des métaux,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H2203,Q_125,Conduite d'installation de production de panneaux bois,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H3101,Q_125,Conduite d'équipement de fabrication de papier ou de carton,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H3102,Q_125,Conduite d'installation de pâte à papier,,,,,
E4X32a,"Ouvriers peu qualifiés du conditionnement, du tri et de l'emballage",H3301,Q_125,Conduite d'équipement de conditionnement,,,,,
E4X32a,"Ouvriers peu qualifiés du conditionnement, du tri et de l'emballage",H3302,Q_125,"Opérations manuelles d'assemblage, tri ou emballage",,,,,
E4X32b,"Ouvriers qualifiés du conditionnement, du tri et de l'emballage",H3302,Q_0346,"Opérations manuelles d'assemblage, tri ou emballage",,,,,
E5X70a,Techniciens des industries de process,H3302,Q_7,"Opérations manuelles d'assemblage, tri ou emballage",,,,,
E4X32a,"Ouvriers peu qualifiés du conditionnement, du tri et de l'emballage",H3302,Q_89,"Opérations manuelles d'assemblage, tri ou emballage",,,,,
E4X32a,"Ouvriers peu qualifiés du conditionnement, du tri et de l'emballage",H3303,Q_125,"Préparation de matières et produits industriels (broyage, mélange, …)",,,,,
E0X30,Pilotes d'installation lourdes des industries de transformation et d'énergie,H2701,Q_0123456,Pilotage d'installation énergétique et pétrochimique,,,,,
E5X70a,Techniciens des industries de process,H2701,Q_7,Pilotage d'installation énergétique et pétrochimique,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2701,Q_8,Pilotage d'installation énergétique et pétrochimique,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2701,Q_9,Pilotage d'installation énergétique et pétrochimique,,,,,
E0X30,Pilotes d'installation lourdes des industries de transformation et d'énergie,H2804,Q_0123456,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",,,,,
E5X70a,Techniciens des industries de process,H2804,Q_7,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2804,Q_8,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2804,Q_9,"Pilotage de centrale à béton prêt à l'emploi, ciment, enrobés et granulats",,,,,
E0X30,Pilotes d'installation lourdes des industries de transformation et d'énergie,H2805,Q_0123456,Pilotage d'installation de production verrière,,,,,
E5X70a,Techniciens des industries de process,H2805,Q_7,Pilotage d'installation de production verrière,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2805,Q_89,Pilotage d'installation de production verrière,,,,,
E2X40,Ouvriers qualifiés des industries chimiques et plastiques,H2301,Q_0346,Conduite d'équipement de production chimique ou pharmaceutique,,,,,
E5X70a,Techniciens des industries de process,H2301,Q_7,Conduite d'équipement de production chimique ou pharmaceutique,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2301,Q_89,Conduite d'équipement de production chimique ou pharmaceutique,,,,,
E2X40,Ouvriers qualifiés des industries chimiques et plastiques,H3201,Q_0346,Conduite d'équipement de formage des plastiques et caoutchoucs,,,,,
E5X70a,Techniciens des industries de process,H3201,Q_7,Conduite d'équipement de formage des plastiques et caoutchoucs,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H3201,Q_89,Conduite d'équipement de formage des plastiques et caoutchoucs,,,,,
E2X40,Ouvriers qualifiés des industries chimiques et plastiques,H3202,Q_0123456,Réglage d'équipement de formage des plastiques et caoutchoucs,,,,,
E3X40,Ouviers qualifiés des industries agro-alimentaires,A1412,Q_0346,Fabrication et affinage de fromages,,,,,
E5X70a,Techniciens des industries de process,A1412,Q_7,Fabrication et affinage de fromages,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,A1412,Q_89,Fabrication et affinage de fromages,,,,,
E3X40,Ouviers qualifiés des industries agro-alimentaires,A1413,Q_0346,Fermentation de boissons alcoolisées,,,,,
E5X70a,Techniciens des industries de process,A1413,Q_7,Fermentation de boissons alcoolisées,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,A1413,Q_8,Fermentation de boissons alcoolisées,,,,,
A2X90,"Ingénieurs, cadres techniques de l'agriculture",A1413,Q_9,Fermentation de boissons alcoolisées,,,,,
E3X40,Ouviers qualifiés des industries agro-alimentaires,H2102,Q_0346,Conduite d'équipement de production alimentaire,,,,,
E5X70a,Techniciens des industries de process,H2102,Q_7,Conduite d'équipement de production alimentaire,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2102,Q_89,Conduite d'équipement de production alimentaire,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",B1201,Q_125,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",B1201,Q_0346789,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",B1602,Q_125,Réalisation d'objets artistiques et fonctionnels en verre,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",B1602,Q_0346789,Réalisation d'objets artistiques et fonctionnels en verre,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",F1706,Q_0346789,Préfabrication en béton industriel,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",H2801,Q_0346,Conduite d'équipement de transformation du verre,,,,,
E5X70a,Techniciens des industries de process,H2801,Q_7,Conduite d'équipement de transformation du verre,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2801,Q_89,Conduite d'équipement de transformation du verre,,,,,
E1X30a,"Ouvriers peu qualifiés de l'industrie verrière, céramique et matériaux de construction",H2802,Q_125,Conduite d'installation de production de matériaux de construction,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",H2802,Q_0346,Conduite d'installation de production de matériaux de construction,,,,,
E5X70a,Techniciens des industries de process,H2802,Q_7,Conduite d'installation de production de matériaux de construction,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2802,Q_89,Conduite d'installation de production de matériaux de construction,,,,,
E1X30b,"Ouvriers qualifiés de l'industrie verrière, céramique et matériaux de construction",H2803,Q_0346,Façonnage et émaillage en industrie céramique,,,,,
E5X70a,Techniciens des industries de process,H2803,Q_7,Façonnage et émaillage en industrie céramique,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2803,Q_89,Façonnage et émaillage en industrie céramique,,,,,
E1X41,Ouvriers qualifiés de conduite d'installation de production de métaux,H2907,Q_0346,Conduite d'installation de production des métaux,,,,,
E5X70a,Techniciens des industries de process,H2907,Q_7,Conduite d'installation de production des métaux,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2907,Q_8,Conduite d'installation de production des métaux,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2907,Q_9,Conduite d'installation de production des métaux,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H2203,Q_0346789,Conduite d'installation de production de panneaux bois,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H3101,Q_0346,Conduite d'équipement de fabrication de papier ou de carton,,,,,
E5X70a,Techniciens des industries de process,H3101,Q_7,Conduite d'équipement de fabrication de papier ou de carton,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H3101,Q_89,Conduite d'équipement de fabrication de papier ou de carton,,,,,
E4X30,"Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois",H3102,Q_0346789,Conduite d'installation de pâte à papier,,,,,
E2X20,Ouvriers peu qualifiés des industries chimiques et plastiques,H1201,Q_125,Expertise technique couleur en industrie,,,,,
E2X40,Ouvriers qualifiés des industries chimiques et plastiques,H1201,Q_0346,Expertise technique couleur en industrie,,,,,
E5X70c,Techniciens intervention technique en laboratoire d'analyse industrielle et en formulation et analyse sensorielle,H1201,Q_789,Expertise technique couleur en industrie,,,,,
H0X40b,Agents qualifiés de laboratoire,H1503,Q_123456,Intervention technique en laboratoire d'analyse industrielle,,,,,
E4X32b,"Ouvriers qualifiés du conditionnement, du tri et de l'emballage",H3301,Q_0346,Conduite d'équipement de conditionnement,,,,,
E5X70a,Techniciens des industries de process,H3301,Q_7,Conduite d'équipement de conditionnement,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H3301,Q_8,Conduite d'équipement de conditionnement,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H3301,Q_9,Conduite d'équipement de conditionnement,,,,,
E4X32b,"Ouvriers qualifiés du conditionnement, du tri et de l'emballage",H3303,Q_0346,"Préparation de matières et produits industriels (broyage, mélange, …)",,,,,
E5X70a,Techniciens des industries de process,H3303,Q_7,"Préparation de matières et produits industriels (broyage, mélange, …)",,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H3303,Q_8,"Préparation de matières et produits industriels (broyage, mélange, …)",,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H3303,Q_9,"Préparation de matières et produits industriels (broyage, mélange, …)",,,,,
N0X70,"Techniciens d'étude, recherche et développement",H1210,,"Intervention technique en études, recherche et développement",,,,,
H0X92,"Techniciens et agents de maîtrise de la logistique, du planning, de l'ordonnancement et méthodes en industrialisation",H1404,,Intervention technique en méthodes et industrialisation,,,,,
E5X70c,Techniciens intervention technique en laboratoire d'analyse industrielle et en formulation et analyse sensorielle,H1503,Q_0789,Intervention technique en laboratoire d'analyse industrielle,,,,,
E5X70c,Techniciens intervention technique en laboratoire d'analyse industrielle et en formulation et analyse sensorielle,H1505,Q_012345678,Intervention technique en formulation et analyse sensorielle,,,,,
E5X70a,Techniciens des industries de process,H3202,Q_789,Réglage d'équipement de formage des plastiques et caoutchoucs,,,,,
E5X80,Agents de maitrise et assimilés des industries de process,H2504,Q_78,Encadrement d'équipe en industrie de transformation,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2504,Q_9,Encadrement d'équipe en industrie de transformation,,,,,
E0X30,Pilotes d'installation lourdes des industries de transformation et d'énergie,H2504,Q_0123456,Encadrement d'équipe en industrie de transformation,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",B1801,Q_125,Réalisation d'articles de chapellerie,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",B1802,Q_125,Réalisation d'articles en cuir et matériaux souples (hors vêtement),,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",B1803,Q_125,Réalisation de vêtements sur mesure ou en petite série,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",D1206,Q_125,Réparation d'articles en cuir et matériaux souples,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",D1207,Q_125,Retouches en habillement,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2401,Q_125,"Assemblage – montage d'articles en cuirs, peaux",,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H2402,Q_125,Assemblage – montage de vêtements et produits textiles,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2403,Q_125,Conduite de machine de fabrication de produits textiles,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2404,Q_125,Conduite de machine de production et transformation des fils,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2405,Q_125,Conduite de machine de textiles nontissés,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2406,Q_125,Conduite de machine de traitement textile,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2407,Q_125,Conduite de machine de transformation et de finition des cuirs et peaux,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2408,Q_125,Conduite de machine d'impression textile,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2409,Q_125,"Coupe cuir, textile et matériaux souples",,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2410,Q_125,"Mise en forme, repassage et finitions en industrie textile",,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2411,Q_125,Montage de prototype cuir et matériaux souples,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2413,Q_125,"Préparation de fils, montage de métiers textiles",,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2414,Q_125,Préparation et finition d'articles en cuir et matériaux souples,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2415,Q_125,Contrôle en industrie du cuir et du textile,,,,,
K0X32,Artisans et ouvriers de blanchisserie,K2201,Q_125,Blanchisserie industrielle,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2401,Q_0346,"Assemblage – montage d'articles en cuirs, peaux",,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2401,Q_789,"Assemblage – montage d'articles en cuirs, peaux",,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H2402,Q_0346,Assemblage – montage de vêtements et produits textiles,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H2402,Q_789,Assemblage – montage de vêtements et produits textiles,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2403,Q_0346,Conduite de machine de fabrication de produits textiles,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2403,Q_789,Conduite de machine de fabrication de produits textiles,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2404,Q_0346789,Conduite de machine de production et transformation des fils,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2405,Q_0346789,Conduite de machine de textiles nontissés,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2406,Q_0346789,Conduite de machine de traitement textile,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2407,Q_0346789,Conduite de machine de transformation et de finition des cuirs et peaux,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2408,Q_0346789,Conduite de machine d'impression textile,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2409,Q_0346789,"Coupe cuir, textile et matériaux souples",,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2410,Q_0346789,"Mise en forme, repassage et finitions en industrie textile",,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2411,Q_0346789,Montage de prototype cuir et matériaux souples,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H2412,Q_0123456,Patronnage - gradation,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2413,Q_0346789,"Préparation de fils, montage de métiers textiles",,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2414,Q_0346789,Préparation et finition d'articles en cuir et matériaux souples,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",H2415,Q_0346789,Contrôle en industrie du cuir et du textile,,,,,
K0X32,Artisans et ouvriers de blanchisserie,K2201,Q_0346789,Blanchisserie industrielle,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",B1801,Q_0346789,Réalisation d'articles de chapellerie,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",B1802,Q_0346789,Réalisation d'articles en cuir et matériaux souples (hors vêtement),,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",B1803,Q_0346789,Réalisation de vêtements sur mesure ou en petite série,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",B1804,,Réalisation d'ouvrages d'art en fils *,,,,,
F0X30,"Ouvriers, techniciens et agents de maîtrise en traitement du cuir",D1206,Q_0346789,Réparation d'articles en cuir et matériaux souples,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",D1207,Q_0346789,Retouches en habillement,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,B1806,Q_125,Tapisserie - décoration en ameublement,,,,,
F1X31a,"Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2201,Q_0125,Assemblage d'ouvrages en bois,,,,,
F1X31a,"Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2202,Q_0125,Conduite d'équipement de fabrication de l'ameublement et du bois,,,,,
F1X31a,"Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2205,Q_0125,Première transformation de bois d'œuvre,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,H2207,Q_125,Réalisation de meubles en bois,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,H2208,Q_125,Réalisation d'ouvrages décoratifs en bois,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,B1806,Q_0346789,Tapisserie - décoration en ameublement,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,H2207,Q_0346789,Réalisation de meubles en bois,,,,,
F1X30,Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois,H2208,Q_0346789,Réalisation d'ouvrages décoratifs en bois,,,,,
F1X31b,"Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2201,Q_346789,Assemblage d'ouvrages en bois,,,,,
F1X31b,"Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2202,Q_346789,Conduite d'équipement de fabrication de l'ameublement et du bois,,,,,
F1X31b,"Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2205,Q_346789,Première transformation de bois d'œuvre,,,,,
F2X30a,Ouvriers de l'imprimerie,E1202,Q_125,Production en laboratoire cinématographique,,,,,
F2X30a,Ouvriers de l'imprimerie,E1203,Q_125,Production en laboratoire photographique,,,,,
F2X30a,Ouvriers de l'imprimerie,E1301,Q_125,Conduite de machines d'impression,,,,,
F2X30a,Ouvriers de l'imprimerie,E1302,Q_125,Conduite de machines de façonnage routage,,,,,
F2X30a,Ouvriers de l'imprimerie,E1304,Q_125,Façonnage et routage,,,,,
F2X30a,Ouvriers de l'imprimerie,E1306,Q_125,Prépresse,,,,,
F2X30a,Ouvriers de l'imprimerie,E1307,Q_125,Reprographie,,,,,
F2X30a,Ouvriers de l'imprimerie,E1202,Q_0346,Production en laboratoire cinématographique,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1202,Q_789,Production en laboratoire cinématographique,,,,,
F2X30a,Ouvriers de l'imprimerie,E1203,Q_0346,Production en laboratoire photographique,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1203,Q_789,Production en laboratoire photographique,,,,,
F2X30a,Ouvriers de l'imprimerie,E1301,Q_0346,Conduite de machines d'impression,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1301,Q_78,Conduite de machines d'impression,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,E1301,Q_9,Conduite de machines d'impression,,,,,
F2X30a,Ouvriers de l'imprimerie,E1302,Q_0346,Conduite de machines de façonnage routage,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1302,Q_789,Conduite de machines de façonnage routage,,,,,
F2X30a,Ouvriers de l'imprimerie,E1304,Q_0346,Façonnage et routage,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1304,Q_78,Façonnage et routage,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,E1304,Q_9,Façonnage et routage,,,,,
F2X30a,Ouvriers de l'imprimerie,E1306,Q_0346,Prépresse,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1306,Q_789,Prépresse,,,,,
F2X30a,Ouvriers de l'imprimerie,E1307,Q_0346,Reprographie,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1307,Q_78,Reprographie,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,E1307,Q_9,Reprographie,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1303,Q_012345678,Encadrement des industries graphiques,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,E1303,Q_9,Encadrement des industries graphiques,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1305,Q_789,Préparation et correction en édition et presse,,,,,
F2X30a,Ouvriers de l'imprimerie,E1305,Q_0123456,Préparation et correction en édition et presse,,,,,
F2X30b,Techniciens et agents de maîtrise de l'imprimerie,E1308,,Intervention technique en industries graphiques,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H1205,,Études – modèles en industrie des matériaux souples,,,,,
F1X31b,"Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2204,Q_012345678,Encadrement des industries de l'ameublement et du bois,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2204,Q_9,Encadrement des industries de l'ameublement et du bois,,,,,
F1X31b,"Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois",H2209,,Intervention technique en ameublement et bois,,,,,
F0X33,"Ouvriers, techniciens et agents de maîtrise de l'habillement",H2412,Q_789,Patronnage - gradation,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2505,Q_78,Encadrement d'équipe ou d'atelier en matériaux souples,,,,,
H1X90,Ingénieurs et cadres de fabrication et de la production,H2505,Q_9,Encadrement d'équipe ou d'atelier en matériaux souples,,,,,
F0X32,"Ouvriers, techniciens et agents de maîtrise du textile",H2505,Q_0123456,Encadrement d'équipe ou d'atelier en matériaux souples,,,,,
G0A40a,Ouvriers en réparation - montage en systèmes horlogers,B1604,Q_0123456,Réparation - montage en systèmes horlogers,,,,,
G0A40b,Ouvriers en maintenance générale et mécanique industrielle,I1310,Q_0123456,Maintenance mécanique industrielle,,,,,
G0A40c,"Ouvriers en installation maintenance en nautisme, mécanique de marine et aéronefs",I1601,Q_0123456,Installation et maintenance en nautisme,,,,,
G0A40c,"Ouvriers en installation maintenance en nautisme, mécanique de marine et aéronefs",I1602,Q_0123456,Maintenance d'aéronefs,,,,,
G0A40c,"Ouvriers en installation maintenance en nautisme, mécanique de marine et aéronefs",I1605,Q_0123456,Mécanique de marine,,,,,
G0A41,Ouvriers de la maintenance en électricité et en électronique,I1303,,Installation et maintenance de distributeurs automatiques,,,,,
G0A41,Ouvriers de la maintenance en électricité et en électronique,I1309,Q_0123456,Maintenance électrique,,,,,
G1X76,Mainteniciens en biens électrodomestiques,I1402,Q_0123456,Réparation de biens électrodomestiques,,,,,
G1X76,Mainteniciens en biens électrodomestiques,I1402,Q_789,Réparation de biens électrodomestiques,,,,,
G0A43,Ouvriers polyvalents d'entretien du bâtiment,I1203,Q_0123456,Maintenance de bâtiments et des locaux,,,,,
